Symbol,Open,High,Low,Close
IBM,143.4750,143.5400,143.4650,143.5250
IBM,143.4600,143.4950,143.4450,143.4800
IBM,143.5100,143.5200,143.4850,143.5200
IBM,143.5000,143.5100,143.4500,143.4900
IBM,143.4500,143.4600,143.4400,143.4600
IBM,143.4100,143.5250,143.3900,143.5000
IBM,143.3400,143.3750,143.3200,143.3750
IBM,143.4000,143.4100,143.3100,143.3300
IBM,143.4800,143.4800,143.3900,143.4000
IBM,143.5100,143.5100,143.4900,143.4900
IBM,143.5200,143.5200,143.4850,143.5100
IBM,143.4600,143.5400,143.4300,143.5340
IBM,143.3700,143.4800,143.3670,143.4600
IBM,143.3800,143.3800,143.3300,143.3500
IBM,143.4700,143.4780,143.3800,143.3800
IBM,143.3900,143.4900,143.3820,143.4900
IBM,143.3700,143.4050,143.3650,143.3800
IBM,143.4600,143.4600,143.3500,143.3600
IBM,143.3650,143.4800,143.3650,143.4800
IBM,143.3800,143.3900,143.3600,143.3650
IBM,143.3400,143.3700,143.3100,143.3700
IBM,143.4050,143.4100,143.3500,143.3550
IBM,143.4900,143.4900,143.4300,143.4300
IBM,143.4300,143.4900,143.4200,143.4900
IBM,143.3600,143.4150,143.3600,143.4090
IBM,143.3600,143.3800,143.3400,143.3600
IBM,143.3700,143.3700,143.3500,143.3500
IBM,143.4200,143.4200,143.3700,143.3700
IBM,143.3600,143.3950,143.3500,143.3950
IBM,143.3100,143.3700,143.3100,143.3700
IBM,143.3200,143.3400,143.3000,143.3000
IBM,143.3300,143.3400,143.2350,143.2700
IBM,143.3720,143.3720,143.3100,143.3200
IBM,143.3600,143.4000,143.3550,143.3700
IBM,143.4100,143.4100,143.3500,143.3600
IBM,143.4900,143.5300,143.4300,143.4300
IBM,143.4400,143.4700,143.4200,143.4700
IBM,143.3400,143.4200,143.3400,143.4200
IBM,143.3400,143.3600,143.3200,143.3400
IBM,143.3100,143.3650,143.3100,143.3500
IBM,143.2100,143.2800,143.2000,143.2800
IBM,143.1850,143.2400,143.1200,143.2200
IBM,143.2850,143.3000,143.1800,143.1900
IBM,143.2250,143.3000,143.2250,143.2950
IBM,143.2600,143.3100,143.2500,143.2500
IBM,143.1900,143.2650,143.1700,143.2300
IBM,143.2700,143.2800,143.1900,143.1900
IBM,143.1200,143.2650,143.1200,143.2650
IBM,143.2650,143.2800,143.1200,143.1200
IBM,143.2200,143.3300,143.2100,143.2800
IBM,143.2400,143.2500,143.2100,143.2150
IBM,143.1450,143.2600,143.1450,143.2300
IBM,143.2600,143.2600,143.1500,143.1500
IBM,143.1500,143.2700,143.1500,143.2600
IBM,143.0600,143.1500,143.0450,143.1500
IBM,143.0500,143.1000,143.0400,143.0600
IBM,143.0700,143.0700,143.0100,143.0500
IBM,143.1300,143.1300,143.0600,143.0600
IBM,143.2200,143.2250,143.1500,143.1500
IBM,143.1050,143.1900,143.1050,143.1900
IBM,143.3000,143.3000,143.0900,143.1200
IBM,143.2100,143.2900,143.2000,143.2900
IBM,143.2600,143.2600,143.2000,143.2100
IBM,143.2300,143.3000,143.2200,143.2900
IBM,143.3000,143.3350,143.2600,143.2600
IBM,143.2800,143.3200,143.2500,143.2950
IBM,143.3200,143.3400,143.2800,143.2800
IBM,143.3000,143.3300,143.2900,143.3300
IBM,143.2800,143.3000,143.2700,143.2900
IBM,143.2400,143.2660,143.1870,143.2600
IBM,143.2700,143.2700,143.2300,143.2480
IBM,143.2500,143.3000,143.2300,143.2800
IBM,143.2000,143.2200,143.2000,143.2150
IBM,143.2140,143.2200,143.1450,143.2000
IBM,143.3350,143.3350,143.2400,143.2400
IBM,143.4700,143.4700,143.3000,143.3300
IBM,143.4600,143.4800,143.4400,143.4400
IBM,143.4150,143.5100,143.4150,143.4900
IBM,143.4750,143.4800,143.3500,143.4100
IBM,143.5900,143.5900,143.4800,143.4800
IBM,143.5150,143.6000,143.5100,143.6000
IBM,143.6000,143.6100,143.5100,143.5100
IBM,143.5100,143.6050,143.4800,143.5760
IBM,143.5300,143.5400,143.5000,143.5050
IBM,143.3990,143.5220,143.3900,143.5220
IBM,143.5300,143.5400,143.3800,143.4050
IBM,143.4500,143.5500,143.4300,143.5410
IBM,143.3400,143.4800,143.3400,143.4500
IBM,143.3500,143.4000,143.3100,143.3300
IBM,143.3100,143.3700,143.2900,143.3600
IBM,143.2630,143.3400,143.2600,143.3300
IBM,143.0800,143.2400,143.0600,143.2300
IBM,143.0500,143.1000,143.0250,143.0800
IBM,143.0050,143.1000,142.9700,143.0700
IBM,142.9500,143.0400,142.9400,143.0200
IBM,142.7850,142.9800,142.7800,142.9600
IBM,142.9600,142.9780,142.7800,142.7850
IBM,143.0100,143.0950,142.9300,142.9600
IBM,143.0700,143.0900,143.0100,143.0500
IBM,143.1000,143.1300,143.0400,143.0800
IBM,143.0050,143.1300,143.0050,143.1000
IBM,142.9600,143.0050,142.9550,142.9900
IBM,142.9400,143.0400,142.9400,142.9700
IBM,143.0000,143.0010,142.9000,142.9390
IBM,143.0000,143.0350,142.9650,142.9700
IBM,143.0050,143.0150,142.9500,142.9550
IBM,143.0200,143.0300,142.9600,143.0100
IBM,143.0600,143.0900,143.0050,143.0350
IBM,142.9200,143.0500,142.9180,143.0500
IBM,142.9300,142.9800,142.9100,142.9100
IBM,143.0000,143.0600,142.9600,143.0100
IBM,143.0400,143.0750,142.9400,142.9500
IBM,143.0700,143.1100,143.0200,143.0260
IBM,142.9750,143.0600,142.9750,143.0600
IBM,142.9650,143.0200,142.9300,142.9580
IBM,142.8900,143.0500,142.8200,142.9500
IBM,142.9200,143.0200,142.8600,142.8600
IBM,143.0100,143.1200,142.9200,142.9200
IBM,142.9900,143.0600,142.9600,143.0050
IBM,142.9400,143.0300,142.8600,142.9750
IBM,142.9400,143.0400,142.8300,142.9800
IBM,142.6700,142.9400,142.6600,142.9100
IBM,142.8400,142.8500,142.5900,142.7200
IBM,142.7600,142.8400,142.7600,142.8400
IBM,142.9450,142.9450,142.7150,142.8600
IBM,143.0000,143.0700,142.8200,142.9300
IBM,142.9000,143.0100,142.8600,142.9900
IBM,143.0000,143.0000,142.7400,142.8300
IBM,142.8900,142.8900,142.8900,142.8900
IBM,142.7500,142.7500,142.7500,142.7500
IBM,142.8900,142.8900,142.8900,142.8900
IBM,142.6800,142.6800,142.6800,142.6800
IBM,142.6800,142.6800,142.6800,142.6800
IBM,142.6890,142.6890,142.6890,142.6890
IBM,142.6300,142.8400,142.6300,142.8400
IBM,142.8700,143.0000,142.8700,142.9300
IBM,142.7600,142.7600,142.7500,142.7500
IBM,142.7500,142.7500,142.7500,142.7500
IBM,142.8700,142.9700,142.8700,142.9700
IBM,142.7400,142.7400,142.7400,142.7400
IBM,142.7500,142.7500,142.7500,142.7500
IBM,143.0000,143.0000,143.0000,143.0000
IBM,142.6000,142.6000,142.6000,142.6000
IBM,143.0000,143.0000,143.0000,143.0000
IBM,142.6000,142.6000,142.6000,142.6000
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.7500,142.7500,142.7500,142.7500
IBM,142.9200,142.9200,142.9200,142.9200
IBM,142.2000,142.9800,142.2000,142.9800
IBM,142.2000,143.0000,142.2000,142.6300
IBM,138.0100,142.6300,138.0100,142.6300
IBM,143.0000,143.0000,142.6000,143.0000
IBM,142.7000,142.7000,142.7000,142.7000
IBM,142.8700,142.8800,142.8700,142.8800
IBM,142.9800,142.9800,142.9800,142.9800
IBM,142.9800,142.9800,142.9800,142.9800
IBM,142.9500,143.0000,142.9500,143.0000
IBM,142.8400,142.9800,142.8400,142.9800
IBM,142.6600,142.6600,142.6600,142.6600
IBM,142.6500,142.6500,142.6500,142.6500
IBM,142.7500,142.8000,142.7500,142.8000
IBM,143.0600,143.0600,143.0600,143.0600
IBM,142.8400,142.8400,142.8400,142.8400
IBM,142.9400,143.0100,142.9400,143.0100
IBM,142.9400,142.9500,142.9400,142.9400
IBM,142.9500,142.9500,142.9500,142.9500
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.5100,142.5100,142.5100,142.5100
IBM,142.6000,142.6000,142.5000,142.5100
IBM,142.6200,142.6200,142.6200,142.6200
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6290,142.6290,142.6290,142.6290
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.4600,142.4600,142.4600,142.4600
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.4600,142.4600,142.4600,142.4600
IBM,142.4880,142.4880,142.4880,142.4880
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6000,142.6000,142.6000,142.6000
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6000,142.6000,142.6000,142.6000
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.4800,142.4800,142.4800,142.4800
IBM,142.6200,142.6200,142.6200,142.6200
IBM,142.5800,142.6200,142.5800,142.6200
IBM,142.5500,142.5500,142.5500,142.5500
IBM,142.6200,142.6200,142.6200,142.6200
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,142.6300,142.4500,142.4500
IBM,142.6300,142.6300,142.5600,142.5600
IBM,142.6300,142.6300,142.6190,142.6200
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6500,142.6500,142.6400,142.6400
IBM,142.6300,143.9800,142.4500,143.9800
IBM,142.6500,142.6500,142.6500,142.6500
IBM,142.6300,142.6300,142.6300,142.6300
IBM,142.6300,143.9800,142.6300,143.9800
IBM,142.6900,142.7000,142.6200,142.7000
IBM,142.6700,142.7050,142.5800,142.6200
IBM,142.6550,142.7050,142.6350,142.6750
IBM,142.7300,142.7400,142.6550,142.6550
IBM,142.7150,142.7700,142.6850,142.7400
IBM,142.8000,142.8100,142.7000,142.7100
IBM,142.7900,142.8000,142.7550,142.7950
IBM,142.7800,142.8250,142.7800,142.7900
IBM,142.8900,142.9100,142.7700,142.7770
IBM,142.8250,142.8800,142.7700,142.8800
IBM,142.8700,142.9200,142.8200,142.8300
IBM,142.9000,142.9250,142.8500,142.8500
IBM,142.9350,142.9400,142.8950,142.8950
IBM,142.9800,142.9900,142.9350,142.9400
IBM,142.9300,142.9750,142.9300,142.9700
IBM,142.9300,142.9300,142.8800,142.9200
IBM,142.9200,142.9800,142.9200,142.9350
IBM,142.9300,142.9400,142.9150,142.9150
IBM,142.9400,142.9600,142.9300,142.9400
IBM,142.9200,142.9600,142.9100,142.9400
IBM,143.0200,143.0200,142.9100,142.9250
IBM,143.0300,143.0600,143.0100,143.0200
IBM,143.0000,143.0400,142.9700,143.0300
IBM,142.9600,143.0200,142.9400,143.0000
IBM,142.9600,142.9700,142.9500,142.9700
IBM,142.9700,142.9800,142.9300,142.9500
IBM,142.9900,143.0400,142.9630,142.9630
IBM,143.1000,143.1150,142.9850,142.9900
IBM,143.0900,143.1150,143.0800,143.1050
IBM,143.1000,143.1150,143.0800,143.0800
IBM,143.0950,143.1050,143.0800,143.1050
IBM,143.1650,143.1650,143.1000,143.1000
IBM,143.1300,143.1750,143.1200,143.1700
IBM,143.2050,143.2390,143.1100,143.1400
IBM,143.2300,143.2500,143.2100,143.2150
IBM,143.3200,143.3300,143.2000,143.2150
IBM,143.2820,143.3500,143.2800,143.3180
IBM,143.3200,143.3250,143.2900,143.2900
IBM,143.3200,143.3250,143.3000,143.3150
IBM,143.3800,143.3800,143.3200,143.3200
IBM,143.4800,143.4800,143.3500,143.3900
IBM,143.4700,143.5000,143.4400,143.4970
IBM,143.4900,143.5000,143.4600,143.4800
IBM,143.4230,143.4950,143.3930,143.4800
IBM,143.3900,143.4500,143.3900,143.4300
IBM,143.3650,143.4100,143.3350,143.3900
IBM,143.3800,143.4300,143.3600,143.3700
IBM,143.4500,143.4600,143.3600,143.3600
IBM,143.4300,143.4600,143.4200,143.4400
IBM,143.3400,143.4300,143.3350,143.4200
IBM,143.3400,143.3700,143.3300,143.3500
IBM,143.2900,143.3400,143.2850,143.3400
IBM,143.3100,143.3700,143.3000,143.3100
IBM,143.4100,143.4100,143.3100,143.3100
IBM,143.3100,143.4000,143.3100,143.3800
IBM,143.3000,143.3400,143.2900,143.3000
IBM,143.3300,143.3350,143.2900,143.2900
IBM,143.3800,143.3800,143.3100,143.3200
IBM,143.4400,143.4600,143.3850,143.3900
IBM,143.3000,143.4400,143.3000,143.4250
IBM,143.3100,143.4100,143.2400,143.2900
IBM,143.2900,143.3200,143.2800,143.3100
IBM,143.3100,143.3200,143.2900,143.3000
IBM,143.3150,143.3200,143.2800,143.3200
IBM,143.3000,143.3350,143.3000,143.3350
IBM,143.3300,143.3300,143.2900,143.2900
IBM,143.3400,143.3400,143.2800,143.3400
IBM,143.4000,143.4060,143.3400,143.3500
IBM,143.4200,143.4300,143.4000,143.4170
IBM,143.4400,143.4400,143.4200,143.4300
IBM,143.4300,143.4500,143.4200,143.4300
IBM,143.3700,143.4000,143.3500,143.3800
IBM,143.3150,143.3800,143.3150,143.3750
IBM,143.2400,143.3500,143.2400,143.3150
IBM,143.2250,143.2600,143.2100,143.2400
IBM,143.1600,143.2200,143.1600,143.2200
IBM,143.1750,143.1800,143.1300,143.1500
IBM,143.1900,143.1900,143.1600,143.1700
IBM,143.1800,143.2200,143.1800,143.2000
IBM,143.1700,143.1900,143.1690,143.1750
IBM,143.1850,143.2350,143.1700,143.1700
IBM,143.2850,143.2850,143.1400,143.1800
IBM,143.2600,143.3150,143.2500,143.2900
IBM,143.2200,143.2700,143.2200,143.2500
IBM,143.2500,143.2500,143.2100,143.2200
IBM,143.1900,143.2600,143.1900,143.2500
IBM,143.1500,143.1900,143.1500,143.1850
IBM,143.1500,143.1570,143.1300,143.1500
IBM,143.1400,143.1550,143.1400,143.1500
IBM,143.1350,143.1500,143.1200,143.1400
IBM,143.1300,143.1500,143.1200,143.1400
IBM,143.1550,143.1610,143.1200,143.1200
IBM,143.1400,143.1800,143.1400,143.1600
IBM,143.1300,143.1700,143.1300,143.1500
IBM,143.1000,143.1250,143.1000,143.1250
IBM,143.1600,143.1600,143.0900,143.0900
IBM,143.1300,143.1700,143.1300,143.1700
IBM,143.1700,143.1700,143.1350,143.1350
IBM,143.0700,143.1900,143.0700,143.1800
IBM,143.0200,143.1350,143.0200,143.1200
IBM,143.1600,143.1600,143.0200,143.0200
IBM,143.1700,143.1900,143.1600,143.1700
IBM,143.2100,143.2200,143.1300,143.1600
IBM,143.2050,143.2300,143.2000,143.2300
IBM,143.2600,143.2600,143.2000,143.2050
IBM,143.2200,143.2500,143.1950,143.2500
IBM,143.2550,143.2550,143.2300,143.2300
IBM,143.3000,143.3100,143.2700,143.2700
IBM,143.2900,143.3200,143.2750,143.3000
IBM,143.2700,143.2800,143.2700,143.2800
IBM,143.2000,143.2800,143.1800,143.2800
IBM,143.1650,143.1950,143.1650,143.1900
IBM,143.1900,143.2000,143.1700,143.1700
IBM,143.2250,143.2250,143.1700,143.1900
IBM,143.2380,143.2400,143.1700,143.2200
IBM,143.3200,143.3500,143.1600,143.2300
IBM,143.2800,143.3300,143.2600,143.3300
IBM,143.3000,143.3300,143.2800,143.2800
IBM,143.3100,143.3100,143.2850,143.3000
IBM,143.2900,143.3400,143.2600,143.3150
IBM,143.4500,143.4500,143.3000,143.3100
IBM,143.3780,143.4500,143.3780,143.4400
IBM,143.3550,143.3800,143.3300,143.3750
IBM,143.3200,143.3900,143.3150,143.3500
IBM,143.3500,143.3500,143.3200,143.3200
IBM,143.3900,143.3900,143.3300,143.3400
IBM,143.4150,143.4150,143.3900,143.3900
IBM,143.3800,143.4200,143.3800,143.4200
IBM,143.3800,143.4300,143.3600,143.3900
IBM,143.3900,143.4100,143.3650,143.3700
IBM,143.2850,143.3900,143.2850,143.3890
IBM,143.2950,143.3100,143.2700,143.2850
IBM,143.2800,143.3400,143.2700,143.2900
IBM,143.2800,143.3150,143.2600,143.2700
IBM,143.2450,143.2950,143.2400,143.2950
IBM,143.2600,143.3400,143.2500,143.2500
IBM,143.2700,143.2800,143.2400,143.2600
IBM,143.2900,143.2900,143.2600,143.2700
IBM,143.2500,143.3000,143.2450,143.3000
IBM,143.2000,143.2910,143.2000,143.2400
IBM,143.1800,143.2100,143.1600,143.1870
IBM,143.2200,143.2250,143.1850,143.1850
IBM,143.1600,143.2200,143.1300,143.2200
IBM,143.1600,143.2000,143.1500,143.1500
IBM,143.1900,143.2170,143.1700,143.1700
IBM,143.2800,143.2800,143.1700,143.2000
IBM,143.3160,143.3160,143.2900,143.3000
IBM,143.3400,143.3400,143.3000,143.3150
IBM,143.2550,143.3200,143.2500,143.3000
IBM,143.3500,143.3600,143.2500,143.2500
IBM,143.3500,143.4100,143.3400,143.3710
IBM,143.2200,143.3940,143.2100,143.3200
IBM,143.2100,143.2400,143.2000,143.2200
IBM,143.2300,143.2500,143.2200,143.2270
IBM,143.0700,143.2000,143.0400,143.2000
IBM,143.0100,143.0600,142.9850,143.0600
IBM,142.9900,143.0200,142.9900,143.0000
IBM,142.9400,143.0000,142.9300,142.9800
IBM,142.9100,142.9600,142.9100,142.9400
IBM,142.8400,142.9100,142.8000,142.9100
IBM,142.8800,142.8900,142.8000,142.8400
IBM,142.9100,142.9300,142.8800,142.9000
IBM,142.8950,142.9390,142.8900,142.9200
IBM,142.9900,142.9900,142.8750,142.8900
IBM,142.9100,143.0150,142.9050,143.0000
IBM,142.9100,142.9300,142.8800,142.9000
IBM,142.9100,142.9300,142.8800,142.9000
IBM,142.9600,142.9800,142.8650,142.9190
IBM,142.9300,142.9700,142.9200,142.9500
IBM,142.8400,142.9300,142.8400,142.9300
IBM,142.9600,142.9700,142.8550,142.8550
IBM,142.9100,142.9600,142.9000,142.9500
IBM,142.9000,142.9100,142.8900,142.9100
IBM,142.8700,142.9100,142.8700,142.9100
IBM,142.8500,142.8950,142.8100,142.8800
IBM,142.7700,142.8700,142.7700,142.8700
IBM,142.6800,142.7750,142.6800,142.7600
IBM,142.7000,142.7000,142.6600,142.6900
IBM,142.7050,142.7200,142.7000,142.7100
IBM,142.7600,142.7600,142.6800,142.7100
IBM,142.8700,142.9100,142.7550,142.7900
IBM,142.8300,142.8500,142.7850,142.8500
IBM,142.7900,142.8400,142.7800,142.8400
IBM,142.7800,142.8600,142.7600,142.8100
IBM,142.8700,142.8900,142.8000,142.8000
IBM,142.8150,142.8700,142.7800,142.8550
IBM,142.8500,142.8500,142.8100,142.8100
IBM,142.8600,142.8900,142.8400,142.8500
IBM,142.8830,142.8830,142.8450,142.8500
IBM,142.8650,142.9200,142.8650,142.8900
IBM,142.9200,142.9400,142.8550,142.8700
IBM,142.8100,142.9130,142.7900,142.8900
IBM,142.8900,142.8900,142.8200,142.8400
IBM,142.8500,142.9100,142.8400,142.9000
IBM,142.7650,142.8300,142.7100,142.8300
IBM,142.9230,142.9230,142.7800,142.7800
IBM,142.9500,142.9700,142.9200,142.9200
IBM,143.0500,143.0500,142.9350,142.9500
IBM,143.0900,143.1000,143.0300,143.0600
IBM,143.1400,143.1400,143.0700,143.0900
IBM,143.2000,143.2000,143.1200,143.1390
IBM,143.1900,143.1950,143.1600,143.1900
IBM,143.2500,143.2500,143.1900,143.1900
IBM,143.3600,143.3700,143.1900,143.2500
IBM,143.3700,143.3700,143.3200,143.3500
IBM,143.3000,143.3700,143.3000,143.3400
IBM,143.3100,143.3300,143.2900,143.2900
IBM,143.2280,143.3000,143.2250,143.3000
IBM,143.2500,143.2500,143.2100,143.2200
IBM,143.3100,143.3100,143.2950,143.3000
IBM,143.2500,143.3150,143.2400,143.2950
IBM,143.2700,143.2800,143.2700,143.2750
IBM,143.3300,143.3400,143.2600,143.2800
IBM,143.3900,143.3900,143.3300,143.3400
IBM,143.4200,143.4300,143.3400,143.3700
IBM,143.4300,143.4400,143.3500,143.4000
IBM,143.4800,143.5000,143.4390,143.4400
IBM,143.4600,143.4700,143.4400,143.4700
IBM,143.4800,143.4800,143.4300,143.4700
IBM,143.4700,143.5000,143.4700,143.4800
IBM,143.5200,143.5280,143.4400,143.4500
IBM,143.6200,143.6300,143.5200,143.5200
IBM,143.6550,143.7200,143.6000,143.6400
IBM,143.7300,143.7500,143.6500,143.6700
IBM,143.7800,143.8000,143.7450,143.7600
IBM,143.7010,143.7300,143.7000,143.7300
IBM,143.7700,143.8300,143.7300,143.7300
IBM,143.6900,143.7800,143.6800,143.7800
IBM,143.7100,143.7200,143.6700,143.7100
IBM,143.6200,143.6900,143.6200,143.6800
IBM,143.6650,143.6650,143.5900,143.6100
IBM,143.7100,143.7200,143.6700,143.6700
IBM,143.7000,143.7200,143.6500,143.7200
IBM,143.6700,143.6950,143.6700,143.6900
IBM,143.6900,143.7000,143.6500,143.6720
IBM,143.6800,143.7200,143.6500,143.7100
IBM,143.7400,143.7600,143.6800,143.6900
IBM,143.6600,143.7300,143.6500,143.7270
IBM,143.6600,143.6800,143.6500,143.6750
IBM,143.5700,143.6650,143.5700,143.6650
IBM,143.6000,143.6100,143.5500,143.5600
IBM,143.5900,143.6150,143.5800,143.5900
IBM,143.6000,143.6100,143.5900,143.6000
IBM,143.6200,143.6200,143.5700,143.6000
IBM,143.5500,143.6300,143.5300,143.6200
IBM,143.5100,143.5800,143.5000,143.5750
IBM,143.4200,143.5200,143.4200,143.5200
IBM,143.3800,143.4700,143.3800,143.4300
IBM,143.3700,143.4700,143.3600,143.3900
IBM,143.3600,143.4950,143.3600,143.4100
IBM,143.4200,143.4200,143.2450,143.3600
IBM,143.3700,143.4500,143.3700,143.4500
IBM,143.3400,143.4000,143.3300,143.4000
IBM,143.3440,143.3800,143.3400,143.3800
IBM,143.3620,143.4100,143.3200,143.3400
IBM,143.4000,143.4300,143.3200,143.3490
IBM,143.2810,143.3950,143.2800,143.3900
IBM,143.1750,143.3100,143.1700,143.2900
IBM,143.1750,143.1750,143.1430,143.1750
IBM,143.1200,143.2100,143.1100,143.1990
IBM,143.3000,143.3000,143.1000,143.1000
IBM,143.4300,143.4300,143.3200,143.3200
IBM,143.6000,143.6000,143.4150,143.4250
IBM,143.6300,143.6300,143.6000,143.6000
IBM,143.6300,143.6300,143.5700,143.6300
IBM,143.6180,143.6200,143.5850,143.6200
IBM,143.6000,143.6400,143.6000,143.6200
IBM,143.5100,143.6300,143.5100,143.6000
IBM,143.5500,143.5700,143.5300,143.5400
IBM,143.5000,143.5500,143.5000,143.5500
IBM,143.4500,143.4900,143.3900,143.4900
IBM,143.4600,143.4600,143.4300,143.4300
IBM,143.4600,143.4710,143.4100,143.4450
IBM,143.5300,143.5300,143.4850,143.5100
IBM,143.4250,143.5400,143.4100,143.5350
IBM,143.4400,143.4500,143.4000,143.4000
IBM,143.4400,143.4600,143.4400,143.4400
IBM,143.4400,143.4600,143.4000,143.4400
IBM,143.5600,143.5870,143.4550,143.4600
IBM,143.6170,143.6400,143.5600,143.5600
IBM,143.6400,143.6450,143.6200,143.6300
IBM,143.7200,143.7200,143.6600,143.6600
IBM,143.7600,143.7800,143.7100,143.7100
IBM,143.7700,143.7800,143.7350,143.7800
IBM,143.8100,143.8200,143.7800,143.7800
IBM,143.8100,143.8380,143.7800,143.8100
IBM,143.8320,143.8500,143.8100,143.8210
IBM,143.8400,143.8700,143.8400,143.8700
IBM,143.8100,143.8600,143.8000,143.8200
IBM,143.7600,143.8400,143.7500,143.8300
IBM,143.7900,143.8000,143.7100,143.7400
IBM,143.7600,143.8000,143.7300,143.8000
IBM,143.8200,143.8200,143.7300,143.7600
IBM,143.7900,143.8250,143.7800,143.8250
IBM,143.9220,143.9600,143.7700,143.7700
IBM,143.8950,143.9500,143.8500,143.9200
IBM,143.8900,143.9100,143.8700,143.8850
IBM,143.8900,143.9550,143.8900,143.9150
IBM,143.8750,143.9600,143.8500,143.9400
IBM,143.7900,143.8900,143.7700,143.8720
IBM,143.7800,143.7900,143.7000,143.7900
IBM,143.7550,143.8000,143.7400,143.7800
IBM,143.7600,143.7800,143.7450,143.7500
IBM,143.8500,143.8600,143.7400,143.7600
IBM,143.9140,143.9140,143.8600,143.8600
IBM,143.9100,143.9300,143.8900,143.9100
IBM,143.9100,143.9800,143.8900,143.9200
IBM,143.8800,143.9100,143.8600,143.9100
IBM,143.8950,143.8950,143.7850,143.8450
IBM,143.8100,143.9000,143.7800,143.8900
IBM,143.7550,143.8600,143.7550,143.8500
IBM,143.7750,143.7900,143.7100,143.7700
IBM,143.7300,143.7900,143.6850,143.7900
IBM,143.7600,143.8300,143.6000,143.7000
IBM,143.6600,143.7650,143.6300,143.7600
IBM,143.5200,143.7500,143.4610,143.6700
IBM,143.4300,143.5150,143.4200,143.4900
IBM,143.4400,143.4900,143.4400,143.4750
IBM,143.4000,143.4650,143.3900,143.4300
IBM,143.3100,143.3980,143.2850,143.3980
IBM,143.3000,143.3800,143.2800,143.3100
IBM,143.3900,143.4250,143.2650,143.2750
IBM,143.3550,143.3800,143.3200,143.3800
IBM,143.4430,143.4500,143.3700,143.3800
IBM,143.4400,143.4500,143.3600,143.4400
IBM,143.3700,143.4400,143.3150,143.4400
IBM,143.2940,143.3300,143.1850,143.3300
IBM,143.1900,143.3300,143.1900,143.3300
IBM,142.9900,143.1800,142.9900,143.1800
IBM,142.9750,143.0400,142.8600,142.9950
IBM,142.8400,142.9900,142.7200,142.9900
IBM,143.1100,143.2500,142.7800,142.7800
IBM,143.2600,143.2600,143.1200,143.1300
IBM,143.3500,143.3500,143.2700,143.2700
IBM,143.3250,143.3350,143.2500,143.3150
IBM,143.2050,143.3000,143.1700,143.3000
IBM,143.2400,143.2800,143.2300,143.2400
IBM,143.2000,143.2700,143.2000,143.2200
IBM,143.2100,143.2100,143.1200,143.1700
IBM,143.2100,143.2400,143.1710,143.2200
IBM,143.1350,143.2100,143.1100,143.1850
IBM,143.2000,143.2300,143.1600,143.1600
IBM,143.3000,143.3150,143.1800,143.1800
IBM,143.3500,143.3800,143.2200,143.2650
IBM,143.4500,143.4500,143.3500,143.3600
IBM,143.5700,143.5700,143.4350,143.4680
IBM,143.5450,143.6300,143.5300,143.5700
IBM,143.6450,143.6550,143.5400,143.5400
IBM,143.6000,143.6500,143.6000,143.6400
IBM,143.7450,143.7600,143.6000,143.6000
IBM,143.8000,143.8310,143.7200,143.7600
IBM,143.8000,143.8400,143.8000,143.8400
IBM,143.8100,143.8300,143.7700,143.7920
IBM,143.8600,143.8600,143.8000,143.8300
IBM,143.9400,143.9400,143.8400,143.8700
IBM,144.0800,144.0800,143.9400,143.9400
IBM,144.1200,144.1500,144.0800,144.1020
IBM,144.2600,144.2700,144.1250,144.1250
IBM,144.1800,144.2650,144.1300,144.2200
IBM,144.2150,144.2900,144.1500,144.2000
IBM,144.4500,144.4500,144.1850,144.2150
IBM,144.4000,144.5000,144.3600,144.4400
IBM,144.2350,144.3900,144.2300,144.3900
IBM,144.2500,144.2700,144.1900,144.2330
IBM,144.2500,144.2900,144.2000,144.2500
IBM,144.1300,144.2540,144.0830,144.2540
IBM,144.1510,144.2050,144.1180,144.1380
IBM,144.2100,144.2100,144.1420,144.1450
IBM,144.2800,144.3200,144.2250,144.2400
IBM,144.1700,144.2930,144.1340,144.2680
IBM,144.1800,144.2100,144.1300,144.2000
IBM,144.1170,144.1900,144.1000,144.1000
IBM,144.1400,144.1700,144.0800,144.0800
IBM,144.1400,144.2100,144.0900,144.1200
IBM,144.0800,144.1500,144.0500,144.1200
IBM,144.0400,144.1200,143.9300,144.0700
IBM,144.1100,144.1500,143.9600,143.9850
IBM,144.1000,144.1800,144.0400,144.1800
IBM,143.9600,144.1150,143.9600,144.0900
